map,length,fights_won,fights_lost,followers_killed,buildings_destroyed,shamans_killed,followers_lost,buildings_lost,shaman_deaths,value,good
16,932,46,12,88,17,3,53,0,4,0.533333333333,True
16,1245,32,12,76,11,11,42,2,7,0.333333333333,False
16,1257,20,15,40,3,7,78,2,11,0.333333333333,False
16,1198,50,12,115,17,6,38,0,5,0.4,False
16,1201,30,16,33,0,4,116,5,6,0.4,False
16,1830,83,44,169,22,13,102,3,10,0.466666666667,False
16,1822,82,58,99,4,10,171,12,13,0.466666666667,False
370,1431,9,5,33,0,3,138,1,8,0.466666666667,False
370,1433,7,0,128,3,8,83,1,4,0.466666666667,False
18,3131,8,8,174,17,9,114,7,9,0.533333333333,True
18,3113,9,1,106,13,9,215,6,9,0.533333333333,True
16,1018,14,7,83,21,4,31,0,2,0.533333333333,True
16,1034,16,1,30,2,2,85,17,4,0.533333333333,True
18,1270,27,12,18,11,0,81,20,4,0.466666666667,False
18,1283,26,10,78,21,3,29,9,0,0.466666666667,False
352,654,0,0,0,0,0,2,0,0,0.466666666667,False
352,666,0,0,0,0,0,0,0,1,0.466666666667,False
19,586,0,0,3,0,1,34,1,4,0.533333333333,True
19,580,0,0,29,1,3,3,0,1,0.533333333333,True
19,484,4,3,3,0,0,26,1,3,0.4,False
19,484,5,2,20,0,2,3,0,0,0.4,False
16,3173,244,129,552,54,22,312,11,17,0.4,False
16,3159,243,220,300,24,16,549,38,22,0.4,False
18,577,0,0,0,0,0,78,0,1,0.533333333333,True
18,576,0,0,0,0,0,3,0,0,0.533333333333,True
936,2114,45,52,264,40,20,134,2,12,0.4,False
936,2117,59,30,129,3,12,271,24,20,0.4,False
936,2127,0,0,0,0,0,0,0,0,0.4,False
936,0,0,0,0,0,0,0,0,0,0.4,False
210,649,2,5,5,0,0,22,0,1,0.533333333333,True
210,648,10,2,10,0,1,5,0,0,0.533333333333,True
370,732,0,0,0,0,0,66,6,2,0.533333333333,True
370,716,0,0,6,4,2,0,0,0,0.533333333333,True
19,897,3,0,17,0,0,60,0,3,0.533333333333,True
19,896,1,1,44,2,3,1,0,1,0.533333333333,True
16,1346,27,9,8,1,1,116,14,7,0.533333333333,True
16,1373,8,2,113,16,7,5,1,1,0.533333333333,True
18,642,1,0,38,1,2,0,0,2,0.533333333333,True
18,644,7,0,0,0,2,41,0,2,0.533333333333,True
16,1800,55,76,63,4,3,110,12,13,0.466666666667,False
16,1793,97,38,109,12,13,65,4,3,0.466666666667,False
16,1409,29,28,75,5,8,47,2,1,0.466666666667,False
16,1422,49,12,44,2,1,73,2,8,0.466666666667,False
18,1744,16,3,37,4,6,135,5,10,0.533333333333,True
18,1740,6,0,92,7,9,26,0,5,0.533333333333,True
19,2332,20,0,32,2,5,40,3,2,0.466666666667,False
19,2343,0,0,23,4,2,15,2,5,0.466666666667,False
19,2398,68,39,129,24,8,94,0,6,0.533333333333,True
19,2399,59,56,83,0,6,125,19,8,0.533333333333,True
16,1440,69,35,58,0,6,58,11,7,0.533333333333,True
16,1418,69,39,57,12,7,58,0,6,0.533333333333,True
16,1320,50,7,72,14,7,29,2,2,0.533333333333,True
16,1323,25,48,26,1,2,72,16,7,0.533333333333,True
370,744,17,0,25,0,1,0,0,0,0.266666666667,False
370,743,0,17,0,0,0,83,2,1,0.266666666667,False
512,932,27,8,59,14,3,34,0,2,0.533333333333,True
512,933,12,32,16,0,2,58,11,3,0.533333333333,True
370,627,0,0,10,0,2,2,0,0,0.733333333333,True
370,639,0,0,0,0,0,73,3,2,0.733333333333,True
17,2908,154,23,241,51,4,98,4,4,0.266666666667,False
17,2888,28,150,88,4,5,236,49,5,0.266666666667,False
16,584,1,5,0,0,0,10,4,1,0.466666666667,False
16,587,4,0,10,4,1,0,0,0,0.466666666667,False
20,4045,79,63,82,0,6,89,5,4,0.466666666667,False
20,4037,70,47,78,6,2,76,0,5,0.466666666667,False
211,3103,83,13,188,26,18,146,0,11,0.466666666667,False
211,3075,55,36,124,7,11,223,19,19,0.466666666667,False
19,557,28,0,10,0,2,7,0,1,0.466666666667,False
19,556,3,3,4,0,1,11,0,3,0.466666666667,False
672,2075,84,103,169,10,10,274,23,9,0.733333333333,True
672,2074,94,78,266,21,9,170,8,10,0.733333333333,True
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,3360,219,193,410,37,21,458,9,35,0.466666666667,False
16,3377,263,180,455,14,35,413,30,21,0.466666666667,False
395,2809,40,94,126,1,3,333,53,15,0.533333333333,True
395,2806,125,20,323,58,15,134,1,3,0.533333333333,True
16,2747,22,7,225,5,23,90,2,11,0.533333333333,True
16,2749,20,5,90,4,11,226,3,23,0.533333333333,True
352,5578,204,342,690,5,22,682,52,27,0.4,False
352,5573,320,146,679,59,27,706,3,22,0.4,False
370,707,0,0,0,0,0,72,6,2,0.466666666667,False
370,709,1,0,6,4,2,0,0,0,0.466666666667,False
370,903,0,0,58,0,4,56,1,2,0.4,False
370,874,0,0,44,0,2,78,1,5,0.4,False
19,3152,121,71,185,14,9,218,3,10,0.6,True
19,3141,95,64,219,3,10,194,11,9,0.6,True
16,1555,11,47,28,1,4,111,11,12,0.533333333333,True
16,1546,80,2,110,12,12,32,1,4,0.533333333333,True
16,1913,39,12,159,12,7,48,0,5,0.533333333333,True
16,1935,19,34,45,0,5,159,12,7,0.533333333333,True
18,8274,94,67,509,38,25,243,1,22,0.533333333333,True
18,8273,130,16,228,8,21,528,37,25,0.533333333333,True
16,554,16,13,15,0,1,13,7,2,0.466666666667,False
16,559,17,10,13,5,2,16,0,1,0.466666666667,False
16,612,20,25,6,0,1,47,2,7,0.466666666667,False
16,594,20,5,47,4,7,6,0,1,0.466666666667,False
352,3296,26,6,126,0,13,69,0,6,0.4,False
352,3277,16,3,68,0,6,120,0,12,0.4,False
16,528,14,31,4,0,2,41,5,4,0.466666666667,False
16,531,35,0,38,3,4,1,0,2,0.466666666667,False
18,2925,53,8,113,21,3,56,0,2,0.533333333333,True
18,2925,21,55,25,0,2,132,17,3,0.533333333333,True
84,2570,33,21,106,32,22,68,2,6,0.533333333333,True
84,2570,23,11,66,4,5,107,22,22,0.533333333333,True
16,887,9,64,10,0,2,58,11,10,0.466666666667,False
16,896,46,5,58,10,10,11,0,2,0.466666666667,False
931,4090,94,31,281,13,6,324,16,16,0.6,True
931,4091,81,37,324,23,16,318,10,6,0.6,True
368,908,0,0,2,0,1,0,0,0,0.6,True
368,899,0,0,0,0,0,89,0,1,0.6,True
370,897,0,0,65,1,2,18,0,0,0.2,False
370,0,0,0,0,0,0,0,0,0,0.2,False
672,3942,252,116,698,28,17,446,0,19,0.533333333333,True
672,3980,250,236,235,5,19,531,21,17,0.533333333333,True
20,1254,0,1,0,0,1,3,4,1,0.533333333333,True
20,1338,1,0,3,4,1,0,0,0,0.533333333333,True
18,1192,0,0,0,0,0,8,0,1,0.533333333333,True
18,0,0,0,0,0,0,0,0,0,0.533333333333,True
608,303,0,1,0,0,0,1,0,0,0.533333333333,True
608,0,0,0,0,0,0,0,0,0,0.533333333333,True
18,2123,6,1,117,25,4,53,2,0,0.533333333333,True
18,2122,1,1,48,3,0,142,16,5,0.533333333333,True
208,19106,653,385,1241,59,25,793,6,28,0.533333333333,True
208,19103,637,528,787,9,28,1277,53,25,0.533333333333,True
16,2568,2,4,6,3,1,6,0,0,0.533333333333,True
16,2574,5,2,6,0,0,6,1,1,0.533333333333,True
16,2113,12,5,86,3,5,101,1,7,0.533333333333,True
16,2101,28,12,92,2,7,75,3,5,0.533333333333,True
370,2757,44,21,90,2,17,180,6,15,0.533333333333,True
370,2756,42,24,147,7,15,100,2,17,0.533333333333,True
16,751,19,7,28,6,3,8,0,2,0.533333333333,True
16,760,12,17,8,0,2,29,4,3,0.533333333333,True
16,634,3,4,1,0,0,6,0,3,0.533333333333,True
16,632,10,1,6,0,2,1,0,0,0.533333333333,True
16,1837,0,0,2,4,1,4,0,0,0.533333333333,True
16,1812,1,0,0,0,0,8,4,1,0.533333333333,True
16,902,33,5,57,5,8,23,1,2,0.533333333333,True
16,900,18,36,19,1,1,61,4,8,0.533333333333,True
16,1224,10,1,10,2,5,6,0,2,0.533333333333,True
16,1252,8,5,7,0,2,10,2,5,0.533333333333,True
19,3677,191,96,297,4,13,147,21,14,0.466666666667,False
19,3669,142,102,156,26,13,317,0,12,0.466666666667,False
16,1991,68,112,102,6,12,285,28,14,0.4,False
16,1983,123,17,263,36,13,105,0,12,0.4,False
902,1012,40,10,50,2,4,15,0,1,0.533333333333,True
902,1023,27,29,15,0,1,50,1,4,0.533333333333,True
18,4011,34,11,112,17,10,79,3,4,0.533333333333,True
18,3990,45,19,50,3,2,130,10,10,0.533333333333,True
902,550,7,0,0,0,5,22,0,11,0.466666666667,False
902,553,0,0,0,0,12,0,0,6,0.466666666667,False
16,1497,11,5,17,0,4,14,2,9,0.533333333333,True
16,1466,15,5,27,3,9,15,0,4,0.533333333333,True
16,2000,53,11,235,32,4,38,1,9,0.533333333333,True
16,1999,23,89,37,7,9,243,21,4,0.533333333333,True
16,924,12,30,29,0,2,97,8,5,0.533333333333,True
16,925,36,5,97,10,5,29,0,2,0.533333333333,True
16,720,26,12,62,7,5,26,0,4,0.333333333333,False
16,716,32,9,22,0,3,58,4,5,0.333333333333,False
16,0,0,0,0,0,0,0,0,0,0.4,False
16,6090,23,21,25,0,3,37,0,10,0.4,False
27,1773,48,92,119,6,5,265,13,12,0.533333333333,True
27,1769,122,24,258,14,12,120,0,5,0.533333333333,True
27,1761,0,0,0,0,0,2,0,0,0.533333333333,True
27,1750,0,0,0,0,0,0,0,0,0.533333333333,True
18,931,19,0,88,6,4,14,0,0,0.533333333333,True
18,959,1,24,14,0,0,91,6,4,0.533333333333,True
18,3819,70,53,106,25,0,65,0,6,0.533333333333,True
18,3818,42,75,60,0,6,96,23,0,0.533333333333,True
18,1144,31,8,31,9,3,9,3,2,0.466666666667,False
18,1170,6,6,9,3,2,30,9,3,0.466666666667,False
16,667,123,18,130,45,3,34,2,1,0.4,False
16,648,28,118,33,3,1,130,44,3,0.4,False
20,5828,274,183,578,66,28,645,58,26,0.533333333333,True
20,5833,265,125,630,60,27,594,52,29,0.533333333333,True
30,1203,0,0,0,0,0,0,0,0,0.6,True
30,1193,15,21,24,1,7,124,10,8,0.6,True
30,1194,35,6,114,26,7,24,1,7,0.6,True
30,1194,0,0,0,0,0,0,0,0,0.6,True
16,490,26,5,37,9,3,7,0,0,0.533333333333,True
16,490,9,37,7,0,0,37,9,3,0.533333333333,True
16,904,20,6,67,3,5,29,0,5,0.6,True
16,926,14,14,29,2,5,67,5,5,0.6,True
370,810,0,0,0,0,0,74,5,1,0.6,True
370,783,0,0,0,0,1,0,0,0,0.6,True
19,3327,92,71,300,0,13,231,11,17,0.6,True
19,3318,115,53,248,15,16,304,0,12,0.6,True
18,4292,145,56,382,34,18,390,2,16,0.466666666667,False
18,0,0,0,0,0,0,0,0,0,0.466666666667,False
20,6185,234,73,332,25,37,349,7,25,0.533333333333,True
20,6200,104,167,302,7,25,334,22,38,0.533333333333,True
16,461,5,0,10,0,1,1,0,0,0.466666666667,False
16,472,2,6,0,0,0,9,0,1,0.466666666667,False
20,1744,10,17,6,0,0,41,4,1,0.533333333333,True
20,1735,27,3,53,5,2,19,0,0,0.533333333333,True
16,1717,40,13,15,0,2,70,6,8,0.533333333333,True
16,1724,16,2,57,10,8,16,0,2,0.533333333333,True
31,1290,35,5,100,9,5,12,0,4,0.533333333333,True
31,1280,8,15,11,0,5,104,4,6,0.533333333333,True
336,3333,143,152,243,16,19,369,29,16,0.4,False
336,0,0,0,0,0,0,0,0,0,0.4,False
352,936,25,65,31,5,7,111,25,6,0.466666666667,False
352,938,78,6,111,24,6,31,1,7,0.466666666667,False
16,2325,113,185,149,7,15,387,29,12,0.466666666667,False
16,2322,196,77,387,40,12,153,2,15,0.466666666667,False
16,388,4,0,30,4,3,2,0,0,0.466666666667,False
16,390,0,0,2,0,0,31,0,3,0.466666666667,False
208,2977,14,82,32,7,9,183,13,9,0.533333333333,True
208,2956,67,5,175,17,7,38,1,10,0.533333333333,True
16,1814,127,74,276,37,8,207,2,13,0.533333333333,True
16,1835,169,147,199,4,13,279,30,8,0.533333333333,True
18,1216,22,2,49,13,3,13,0,0,0.533333333333,True
18,1202,4,21,8,0,0,50,10,3,0.533333333333,True
672,1773,37,12,168,14,14,151,6,14,0.666666666667,True
672,1765,34,13,229,11,14,255,12,15,0.666666666667,True
18,4255,12,26,32,5,1,200,25,3,0.466666666667,False
18,4242,26,7,197,30,3,58,4,1,0.466666666667,False
211,957,7,2,30,4,3,18,2,3,0.533333333333,True
211,957,15,5,18,2,2,31,5,3,0.533333333333,True
208,3796,231,19,308,58,13,274,12,6,0.533333333333,True
208,3802,32,192,268,20,7,238,25,7,0.533333333333,True
19,3596,49,106,165,1,9,266,23,20,0.466666666667,False
19,3605,159,32,280,26,22,181,0,11,0.466666666667,False
18,2017,0,0,17,0,0,159,0,12,0.533333333333,True
18,1976,0,0,145,0,12,17,0,0,0.533333333333,True
384,791,6,0,3,0,0,50,1,6,0.533333333333,True
384,799,6,2,47,1,6,0,0,0,0.533333333333,True
386,872,8,1,13,0,1,69,8,6,0.533333333333,True
386,853,4,7,69,14,6,15,0,1,0.533333333333,True
210,1385,0,16,0,0,2,59,3,3,0.533333333333,True
210,1384,34,0,59,4,3,0,0,2,0.533333333333,True
16,795,26,12,25,0,4,37,5,4,0.533333333333,True
16,794,17,9,36,10,4,31,0,4,0.533333333333,True
20,2910,110,26,63,8,1,138,19,5,0.466666666667,False
20,2892,49,35,131,29,6,59,6,2,0.466666666667,False
208,7257,120,35,302,69,20,291,45,26,0.533333333333,True
208,7253,154,119,264,52,26,396,61,20,0.533333333333,True
17,1668,56,88,59,3,3,134,21,9,0.466666666667,False
17,1687,79,41,125,24,8,51,1,4,0.466666666667,False
48,581,22,95,54,0,2,112,2,0,0.533333333333,True
48,579,68,13,112,2,0,54,0,2,0.533333333333,True
48,645,73,14,97,8,3,12,0,0,0.533333333333,True
48,642,13,49,12,0,0,97,0,3,0.533333333333,True
370,831,0,0,1,0,1,0,0,0,0.266666666667,False
370,832,0,0,0,0,0,2,0,0,0.266666666667,False
193,2348,136,3,151,12,4,37,0,0,0.466666666667,False
193,2375,4,107,36,0,0,159,12,4,0.466666666667,False
19,2501,109,59,122,0,3,86,0,0,0.466666666667,False
19,2499,77,63,86,0,0,123,0,3,0.466666666667,False
16,906,65,36,106,14,9,87,0,3,0.4,False
16,906,58,50,86,1,3,106,12,9,0.4,False
210,11143,327,598,998,77,25,735,12,8,0.533333333333,True
210,11129,767,441,745,16,5,1028,60,26,0.533333333333,True
19,1081,7,1,43,5,5,18,0,4,0.466666666667,False
19,1088,2,4,16,2,4,44,1,5,0.466666666667,False
18,1532,88,15,177,20,6,36,3,3,0.533333333333,True
18,1532,20,92,43,4,3,184,18,6,0.533333333333,True
16,1761,85,29,228,39,12,83,1,7,0.4,False
16,1772,50,89,81,4,7,234,24,12,0.4,False
608,2092,0,6,0,0,0,14,0,0,0.533333333333,True
608,2029,3,0,3,0,0,2,0,1,0.533333333333,True
209,2033,131,70,226,30,12,212,2,6,0.666666666667,True
209,2060,87,111,206,2,6,223,24,12,0.666666666667,True
370,764,0,0,42,0,2,11,0,1,0.4,False
370,771,0,0,9,0,1,58,0,1,0.4,False
16,2695,188,189,231,18,12,367,20,15,0.533333333333,True
16,2669,275,99,358,37,15,234,9,12,0.533333333333,True
16,1864,47,15,183,23,14,94,2,12,0.466666666667,False
16,1874,35,83,90,9,12,192,12,14,0.466666666667,False
16,1746,31,17,71,1,5,71,3,1,0.533333333333,True
16,1758,22,16,71,4,1,66,0,4,0.533333333333,True
19,848,17,2,34,2,3,2,0,0,0.533333333333,True
19,850,6,4,2,0,0,31,0,3,0.533333333333,True
209,1619,28,29,182,10,6,28,1,6,0.533333333333,True
209,1628,47,7,28,1,5,180,3,6,0.533333333333,True
16,1638,110,64,209,48,8,121,4,6,0.4,False
16,1639,110,114,111,9,7,210,38,9,0.4,False
16,2331,0,0,3,8,0,345,7,11,0.4,False
16,2327,0,0,342,2,11,0,0,0,0.4,False
387,0,0,0,0,0,0,0,0,0,0.466666666667,False
387,873,7,57,7,0,1,99,11,2,0.466666666667,False
16,2151,104,112,268,14,4,397,0,5,0.533333333333,True
16,2154,201,71,308,0,5,181,9,4,0.533333333333,True
18,6046,54,29,157,11,17,261,26,35,0.466666666667,False
18,6047,27,26,234,29,34,155,7,17,0.466666666667,False
368,1981,219,36,281,11,6,87,4,2,0.4,False
368,1985,97,262,85,14,2,294,9,7,0.4,False
16,620,13,8,11,3,2,9,0,0,0.466666666667,False
16,622,12,10,9,0,0,11,3,2,0.466666666667,False
16,1397,32,33,40,5,9,36,0,3,0.466666666667,False
16,1399,29,13,35,0,3,39,3,9,0.466666666667,False
16,1030,61,48,97,9,6,86,5,2,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
18,879,2,7,3,0,1,56,0,4,0.533333333333,True
18,886,5,2,61,0,4,6,0,1,0.533333333333,True
16,1195,65,27,161,18,7,72,0,9,0.4,False
16,1197,64,86,70,4,9,163,11,8,0.4,False
16,953,25,2,101,36,6,10,0,0,0.533333333333,True
16,956,25,29,5,0,0,96,36,6,0.533333333333,True
16,1335,64,30,150,23,11,80,1,8,0.533333333333,True
16,1356,63,56,75,1,8,163,23,11,0.533333333333,True
16,571,18,3,30,7,3,3,0,1,0.533333333333,True
16,571,9,15,3,0,1,30,5,3,0.533333333333,True
16,1009,19,11,62,20,15,20,0,1,0.533333333333,True
16,1011,17,14,16,0,1,62,19,15,0.533333333333,True
16,1551,51,23,116,1,6,177,14,6,0.466666666667,False
16,1559,40,20,169,21,6,127,1,6,0.466666666667,False
368,576,0,0,0,0,0,0,0,0,0.466666666667,False
368,602,0,0,0,0,0,0,0,0,0.466666666667,False
19,505,47,4,73,11,5,14,1,1,0.533333333333,True
19,1553,43,49,44,0,4,100,8,8,0.533333333333,True
31,2358,98,63,207,26,15,268,0,12,0.466666666667,False
31,2357,97,60,236,5,11,212,18,17,0.466666666667,False
16,229,0,3,0,0,0,3,1,1,0.533333333333,True
16,215,2,0,2,1,0,0,0,0,0.533333333333,True
19,1486,3,0,26,3,8,3,0,3,0.4,False
19,1488,8,2,3,0,2,27,3,7,0.4,False
16,2276,90,74,232,31,20,309,3,14,0.466666666667,False
16,2269,127,58,299,8,13,229,18,22,0.466666666667,False
672,1960,109,58,207,18,24,182,1,8,0.533333333333,True
672,1956,119,73,170,3,8,209,20,25,0.533333333333,True
16,509,0,0,0,0,0,0,0,0,0.466666666667,False
16,534,0,0,0,0,0,0,0,0,0.466666666667,False
18,3824,0,0,188,19,11,96,2,7,0.466666666667,False
18,3847,23,0,87,5,6,248,11,11,0.466666666667,False
144,1602,19,34,118,25,5,56,0,4,0.4,False
144,1604,44,29,34,2,4,126,18,5,0.4,False
17,1423,8,1,37,2,4,1,0,1,0.466666666667,False
17,1448,21,8,1,0,1,39,0,4,0.466666666667,False
16,1796,2,0,189,26,14,17,0,6,0.4,False
16,1804,2,0,12,2,6,197,14,14,0.4,False
18,1620,1,0,105,23,3,57,0,1,0.4,False
18,1631,3,0,57,0,1,119,13,4,0.4,False
16,666,20,7,40,1,2,11,1,2,0.466666666667,False
16,674,50,3,7,1,2,30,1,3,0.466666666667,False
16,2481,199,316,291,11,21,428,52,11,0.6,True
16,2481,256,111,420,60,11,295,4,21,0.6,True
864,1578,25,30,91,0,5,138,0,4,0.533333333333,True
864,1601,31,6,127,2,4,91,0,5,0.533333333333,True
17,1289,13,61,20,0,4,144,42,5,0.466666666667,False
17,1288,54,4,138,48,5,20,0,4,0.466666666667,False
30,3518,160,169,250,16,8,399,59,23,0.4,False
30,3516,184,84,390,79,23,253,9,8,0.4,False
30,3535,0,0,0,0,0,1,0,0,0.4,False
30,3533,0,0,0,0,0,0,0,0,0.4,False
19,2418,42,45,164,5,9,130,20,12,0.533333333333,True
19,2417,69,15,118,21,12,165,2,9,0.533333333333,True
1095,337,3,0,4,0,1,4,0,0,0.466666666667,False
1095,339,0,0,4,0,0,14,0,2,0.466666666667,False
29,874,24,7,17,2,2,76,2,6,0.466666666667,False
29,889,0,0,0,0,0,0,0,0,0.466666666667,False
29,884,0,0,0,0,0,0,0,0,0.466666666667,False
29,883,19,7,75,6,6,17,0,2,0.466666666667,False
29,558,12,7,24,5,7,8,0,1,0.466666666667,False
29,537,12,14,8,0,1,24,4,7,0.466666666667,False
29,534,0,0,0,0,0,0,0,0,0.466666666667,False
29,537,0,0,0,0,0,0,0,0,0.466666666667,False
30,951,0,0,0,0,0,0,0,0,0.533333333333,True
30,950,81,25,107,18,7,36,1,3,0.533333333333,True
30,940,42,58,34,1,3,110,10,7,0.533333333333,True
30,911,1,0,5,0,0,0,0,0,0.533333333333,True
1090,1251,41,19,114,5,6,110,1,4,0.466666666667,False
1090,2520,27,46,74,3,4,93,1,6,0.466666666667,False
1090,1278,0,0,0,0,0,0,0,0,0.466666666667,False
20,2941,75,33,80,5,8,163,4,7,0.4,False
20,2921,49,34,171,6,7,111,4,8,0.4,False
16,141,16,13,10,0,1,13,0,0,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
880,1207,21,0,62,12,3,10,0,1,0.466666666667,False
880,1236,9,16,10,5,1,64,6,3,0.466666666667,False
702,808,8,13,33,2,3,75,2,3,0.466666666667,False
702,812,16,6,68,2,3,29,3,3,0.466666666667,False
933,996,90,6,141,38,8,13,0,0,0.533333333333,True
933,981,18,124,13,0,0,141,37,8,0.533333333333,True
688,694,4,2,69,3,5,50,0,2,0.466666666667,False
688,691,25,4,3,0,2,48,0,5,0.466666666667,False
370,1653,41,28,195,9,8,80,2,4,0.4,False
370,1657,48,35,66,1,4,224,4,10,0.4,False
18,2504,2,39,51,12,1,333,0,4,0.4,False
18,2505,83,3,323,8,4,52,3,1,0.4,False
16,987,32,3,68,5,5,5,1,2,0.4,False
16,973,9,15,5,1,2,68,6,5,0.4,False
16,2806,171,189,382,50,18,335,9,23,0.466666666667,False
16,2803,248,121,335,20,23,393,33,18,0.466666666667,False
18,697,0,0,13,6,0,5,0,0,0.466666666667,False
18,715,0,0,0,0,0,27,2,0,0.466666666667,False
20,3898,98,51,300,20,27,156,9,16,0.4,False
20,3925,90,51,130,9,15,277,21,26,0.4,False
17,1555,50,33,120,18,5,52,0,2,0.466666666667,False
17,1566,53,48,47,1,1,132,16,5,0.466666666667,False
20,1230,33,18,123,9,6,0,0,0,0.466666666667,False
20,1233,29,30,16,0,0,149,6,7,0.466666666667,False
16,2572,248,55,378,78,10,124,13,8,0.533333333333,True
16,2574,63,290,117,20,7,394,74,9,0.533333333333,True
18,468,5,2,7,1,0,5,0,1,0.6,True
18,495,6,3,5,0,1,9,0,0,0.6,True
16,906,40,9,84,4,8,16,2,5,0.533333333333,True
16,922,36,3,14,2,5,84,2,8,0.533333333333,True
16,2306,120,75,146,12,12,302,27,16,0.4,False
16,2308,95,47,267,38,16,131,10,12,0.4,False
20,1335,30,5,75,6,6,52,4,9,0.466666666667,False
20,1329,23,28,49,5,9,75,4,6,0.466666666667,False
16,828,0,0,0,0,0,0,0,0,0.4,False
16,0,0,0,0,0,0,0,0,0,0.4,False
19,914,25,17,14,0,1,55,4,3,0.4,False
19,914,22,9,55,9,3,15,0,1,0.4,False
320,1048,9,28,30,8,0,98,0,1,0.466666666667,False
320,1046,43,19,39,0,1,31,3,0,0.466666666667,False
30,2046,84,27,244,41,13,94,1,10,0.533333333333,True
30,0,0,0,0,0,0,0,0,0,0.533333333333,True
30,2054,0,0,0,0,0,0,0,0,0.533333333333,True
30,2058,0,0,0,0,0,0,0,0,0.533333333333,True
16,292,21,3,23,3,3,7,0,0,0.466666666667,False
16,299,3,4,7,0,0,23,3,3,0.466666666667,False
370,1054,0,0,0,0,0,115,11,4,0.466666666667,False
370,1054,0,0,0,0,0,4,0,0,0.466666666667,False
29,1409,67,36,134,17,13,63,0,4,0.533333333333,True
29,1379,51,73,51,1,4,127,8,13,0.533333333333,True
29,1418,0,0,0,0,0,0,0,0,0.533333333333,True
29,1397,0,0,0,0,0,0,0,0,0.533333333333,True
16,1898,21,32,153,8,11,37,0,9,0.533333333333,True
16,1922,122,4,38,0,9,160,5,11,0.533333333333,True
17,1376,0,0,0,0,0,0,0,0,0.466666666667,False
17,1423,0,0,0,0,0,0,0,0,0.466666666667,False
17,1684,5,0,127,3,1,119,0,0,0.466666666667,False
17,1690,0,2,0,0,0,7,0,1,0.466666666667,False
313,628,2,5,15,0,5,11,0,2,0.466666666667,False
313,603,8,1,11,0,2,15,0,5,0.466666666667,False
313,626,0,0,0,1,1,5,0,0,0.466666666667,False
313,631,0,0,0,0,0,0,1,1,0.466666666667,False
133,1651,56,8,138,21,13,23,0,6,0.4,False
133,1624,44,24,22,2,5,150,2,13,0.4,False
352,1591,5,0,91,5,4,21,3,2,0.466666666667,False
352,1621,1,1,20,3,3,41,5,5,0.466666666667,False
16,125,0,0,0,0,0,0,0,0,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
368,830,0,0,0,0,0,79,4,3,0.6,True
368,828,0,0,66,0,3,2,0,0,0.6,True
30,2456,201,227,314,8,18,379,46,13,0.466666666667,False
30,2492,254,114,372,58,13,336,4,18,0.466666666667,False
30,2496,0,0,0,0,0,0,0,0,0.466666666667,False
30,2498,0,0,0,0,0,0,0,0,0.466666666667,False
370,846,0,0,0,0,0,75,8,2,0.6,True
370,843,0,0,61,0,2,1,2,0,0.6,True
370,895,1,0,6,0,0,75,7,4,0.666666666667,True
370,905,3,1,67,5,4,6,0,0,0.666666666667,True
19,844,0,0,0,0,1,0,0,0,0.533333333333,True
19,867,0,0,0,0,0,0,0,1,0.533333333333,True
16,1401,119,27,236,59,13,70,0,9,0.466666666667,False
16,1401,44,133,72,2,9,240,42,13,0.466666666667,False
19,1387,61,7,198,12,13,70,0,9,0.466666666667,False
19,1380,32,28,69,1,9,198,8,13,0.466666666667,False
20,633,5,3,13,1,3,10,2,1,0.466666666667,False
20,647,4,2,7,1,1,13,0,3,0.466666666667,False
18,1085,0,0,4,0,1,0,0,2,0.533333333333,True
18,1073,0,0,3,0,2,8,0,1,0.533333333333,True
16,1707,99,15,294,22,10,123,1,10,0.466666666667,False
16,1714,59,38,117,4,10,296,11,10,0.466666666667,False
16,1700,0,0,0,0,0,0,0,0,0.466666666667,False
18,1328,0,0,8,4,0,5,0,0,0.533333333333,True
18,1355,1,0,0,0,0,16,3,0,0.533333333333,True
18,1148,4,18,72,12,2,40,2,2,0.533333333333,True
18,1171,18,5,29,2,2,82,7,2,0.533333333333,True
928,295,0,0,0,0,0,0,0,0,0.6,True
928,327,0,0,0,0,0,0,0,0,0.6,True
31,1431,37,1,146,25,9,14,2,3,0.4,False
31,1432,9,42,14,2,3,146,20,9,0.4,False
16,1729,134,29,309,53,18,130,1,10,0.533333333333,True
16,1724,67,130,126,8,10,317,33,18,0.533333333333,True
18,2377,303,85,294,25,3,200,0,3,0.466666666667,False
18,2379,141,211,187,0,3,304,21,3,0.466666666667,False
352,1708,13,2,51,2,8,81,3,6,0.466666666667,False
352,1690,8,3,73,4,6,40,0,7,0.466666666667,False
672,1413,44,46,125,10,5,197,12,8,0.466666666667,False
672,1424,44,41,155,18,8,115,8,6,0.466666666667,False
16,967,67,34,140,8,7,53,0,2,0.666666666667,True
16,973,46,46,48,0,2,138,3,7,0.666666666667,True
931,2106,90,24,310,33,16,172,6,13,0.466666666667,False
931,2103,54,94,162,10,12,322,26,16,0.466666666667,False
18,1612,37,21,139,22,7,63,1,7,0.533333333333,True
18,1613,32,44,52,12,7,149,19,8,0.533333333333,True
