map,length,fights_won,fights_lost,followers_killed,buildings_destroyed,shamans_killed,followers_lost,buildings_lost,shaman_deaths,value,good
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,944,0,0,25,6,5,0,0,2,0.533333333333,True
17,2798,10,2,6,4,2,74,7,4,0.533333333333,True
17,2803,10,1,69,4,4,2,0,2,0.533333333333,True
30,525,33,4,48,29,4,7,0,2,0.6,True
30,520,5,40,5,2,2,47,27,4,0.6,True
30,528,0,0,0,0,0,0,0,0,0.6,True
30,529,0,0,0,0,0,2,0,0,0.6,True
84,3406,75,42,341,19,18,368,18,11,0.466666666667,False
84,3417,83,27,258,25,10,372,14,17,0.466666666667,False
16,1260,8,11,30,2,1,37,0,0,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,1629,21,50,29,0,4,123,17,6,0.533333333333,True
16,1610,43,7,98,28,6,31,0,4,0.533333333333,True
18,1202,1,0,95,0,8,7,0,0,0.533333333333,True
18,1197,0,0,1,0,0,96,0,8,0.533333333333,True
18,3519,81,3,466,15,20,210,5,15,0.466666666667,False
18,0,0,0,0,0,0,0,0,0,0.466666666667,False
912,4929,40,27,192,15,16,475,57,20,0.533333333333,True
912,4921,29,22,463,63,20,194,8,16,0.533333333333,True
416,1573,29,1,31,3,7,60,0,3,0.533333333333,True
416,0,0,0,0,0,0,0,0,0,0.533333333333,True
21,0,0,0,0,0,0,0,0,0,0.266666666667,False
21,3021,9,0,203,0,3,10,0,3,0.266666666667,False
21,0,0,0,0,0,0,0,0,0,0.266666666667,False
848,3120,22,4,215,2,16,75,4,2,0.533333333333,True
848,0,0,0,0,0,0,0,0,0,0.533333333333,True
377,2945,0,1,37,3,8,10,0,0,0.4,False
377,2949,2,0,2,0,0,30,0,0,0.4,False
377,0,0,0,0,0,0,0,0,0,0.4,False
377,2952,1,0,1,0,0,0,1,0,0.4,False
31,0,0,0,0,0,0,0,0,0,0.533333333333,True
31,2451,137,11,111,9,1,47,0,0,0.533333333333,True
16,685,1,1,24,7,5,6,0,3,0.466666666667,False
16,656,7,0,4,0,3,18,7,4,0.466666666667,False
31,5026,43,25,216,12,35,287,6,33,0.466666666667,False
31,5026,69,21,255,12,31,257,6,33,0.466666666667,False
16,1555,61,12,167,27,14,39,2,7,0.466666666667,False
16,1557,17,53,39,2,7,169,21,14,0.466666666667,False
432,1657,26,5,44,1,1,27,1,2,0.533333333333,True
432,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,1044,17,9,97,28,8,45,1,2,0.466666666667,False
16,1042,44,8,38,2,2,93,20,8,0.466666666667,False
18,0,0,0,0,0,0,0,0,0,0.4,False
18,1092,0,0,9,0,5,2,0,0,0.4,False
16,863,28,9,59,12,5,10,0,3,0.466666666667,False
16,878,20,35,10,0,3,59,10,5,0.466666666667,False
16,569,9,18,31,1,1,30,0,8,0.4,False
16,553,39,12,30,0,8,31,1,1,0.4,False
16,962,32,2,67,17,7,12,0,1,0.466666666667,False
16,950,9,23,9,0,1,69,15,7,0.466666666667,False
16,608,6,22,4,0,0,36,0,3,0.533333333333,True
16,628,40,3,37,0,3,5,0,0,0.533333333333,True
16,510,2,0,1,0,2,6,0,1,0.4,False
16,0,0,0,0,0,0,0,0,0,0.4,False
16,1227,24,7,105,7,9,25,0,3,0.533333333333,True
16,1243,45,26,25,0,3,108,1,9,0.533333333333,True
16,640,12,2,58,6,2,8,0,0,0.6,True
16,639,15,27,10,2,0,60,6,2,0.6,True
16,611,6,0,6,0,1,1,0,0,0.6,True
16,610,1,6,0,0,0,6,0,1,0.6,True
16,614,6,0,6,0,2,1,0,1,0.6,True
16,612,0,6,0,0,1,6,0,2,0.6,True
16,733,5,0,6,0,0,48,0,1,0.6,True
16,731,4,1,47,0,1,6,0,1,0.6,True
16,641,7,0,6,0,1,0,0,1,0.6,True
16,640,13,7,0,0,1,6,0,1,0.6,True
16,688,1,0,6,0,4,4,0,1,0.6,True
16,687,27,0,1,0,1,6,0,4,0.6,True
20,1401,29,0,0,0,0,18,0,0,0.6,True
20,0,0,0,0,0,0,0,0,0,0.6,True
17,2097,0,0,0,0,0,2,0,0,0.466666666667,False
17,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,1757,63,85,178,19,12,121,0,7,0.466666666667,False
16,1768,77,64,121,2,7,181,20,12,0.466666666667,False
16,968,15,28,26,0,3,73,13,4,0.466666666667,False
16,967,22,9,71,12,3,27,0,3,0.466666666667,False
16,2345,108,16,337,28,16,119,1,12,0.466666666667,False
16,2361,52,86,115,4,12,349,13,16,0.466666666667,False
370,862,0,0,0,0,0,104,10,1,0.466666666667,False
370,875,0,0,7,1,1,0,0,0,0.466666666667,False
16,610,0,0,0,0,0,0,0,0,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,611,11,0,18,7,3,0,0,3,0.466666666667,False
352,3080,25,168,88,6,30,510,23,31,0.533333333333,True
352,3095,107,23,485,37,30,119,5,31,0.533333333333,True
16,1184,8,26,67,5,5,38,0,6,0.4,False
16,1185,40,6,37,0,6,68,1,5,0.4,False
16,845,46,10,104,14,4,49,6,5,0.533333333333,True
16,848,13,46,37,5,5,102,8,3,0.533333333333,True
31,2510,10,70,67,7,6,227,27,14,0.533333333333,True
31,2505,71,2,225,31,13,71,0,6,0.533333333333,True
16,957,40,55,72,8,4,95,0,1,0.466666666667,False
16,959,10,35,95,0,1,72,8,4,0.466666666667,False
16,979,9,0,21,1,4,1,0,2,0.466666666667,False
16,974,0,7,1,0,2,26,0,5,0.466666666667,False
30,639,8,29,35,3,1,71,21,4,0.533333333333,True
30,648,27,2,61,18,5,4,1,1,0.533333333333,True
30,0,0,0,0,0,0,0,0,0,0.533333333333,True
30,633,0,1,0,0,0,25,0,1,0.533333333333,True
16,976,48,21,123,9,8,49,1,5,0.466666666667,False
16,975,41,43,45,5,5,123,9,8,0.466666666667,False
16,1327,131,38,149,30,14,60,2,3,0.466666666667,False
16,1329,40,87,66,4,3,156,29,14,0.466666666667,False
16,1237,47,19,157,18,8,60,0,5,0.466666666667,False
16,1237,34,37,59,2,5,162,11,9,0.466666666667,False
208,3691,165,49,224,20,7,235,3,4,0.466666666667,False
208,3667,55,146,230,24,4,245,7,7,0.466666666667,False
16,374,4,1,0,0,0,16,1,2,0.466666666667,False
16,368,1,0,16,1,2,0,0,0,0.466666666667,False
16,393,3,4,0,0,0,17,1,1,0.466666666667,False
16,387,6,0,17,1,1,0,0,0,0.466666666667,False
217,1597,0,0,0,0,0,0,0,0,0.533333333333,True
217,1599,102,55,158,13,5,146,3,7,0.533333333333,True
217,1599,84,103,124,5,7,157,13,5,0.533333333333,True
212,1109,0,0,0,0,0,0,0,0,0.466666666667,False
212,1112,55,52,53,2,2,109,21,7,0.466666666667,False
212,1110,52,26,108,24,7,55,2,2,0.466666666667,False
20,1854,66,52,154,24,1,64,14,1,0.4,False
20,1849,52,64,68,15,1,159,23,1,0.4,False
19,505,3,0,32,1,3,2,0,1,0.4,False
19,505,6,2,2,0,1,32,1,3,0.4,False
16,1963,95,147,146,2,5,224,47,11,0.533333333333,True
16,1967,122,91,223,46,11,148,2,5,0.533333333333,True
30,3408,105,207,163,4,6,401,38,10,0.533333333333,True
30,3417,196,60,397,42,10,171,3,6,0.533333333333,True
48,536,2,19,6,0,2,42,5,4,0.533333333333,True
48,531,27,2,42,6,4,6,0,2,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,681,9,0,16,2,4,0,0,1,0.466666666667,False
16,2136,125,44,193,21,14,289,13,15,0.533333333333,True
16,2124,110,71,288,21,15,200,10,14,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,1765,3,0,59,10,5,0,0,0,0.466666666667,False
30,968,0,0,0,0,0,4,0,0,0.666666666667,True
30,949,48,25,102,38,11,50,2,3,0.666666666667,True
30,936,43,34,49,2,3,102,23,11,0.666666666667,True
30,947,0,0,0,0,0,0,0,0,0.666666666667,True
30,1198,2,0,3,0,1,0,0,0,0.666666666667,True
30,1125,32,72,40,3,4,166,18,8,0.666666666667,True
30,1188,46,10,161,43,8,40,3,4,0.666666666667,True
30,1200,0,2,6,0,0,9,0,1,0.666666666667,True
931,6124,39,81,345,17,33,524,32,20,0.533333333333,True
931,6127,83,17,498,46,20,365,9,33,0.533333333333,True
30,1158,0,0,0,0,0,0,0,0,0.6,True
30,1178,57,19,85,33,9,33,0,7,0.6,True
30,1163,35,57,33,0,7,87,25,10,0.6,True
30,1163,0,0,0,0,0,2,0,0,0.6,True
19,2076,129,11,154,19,19,132,4,8,0.466666666667,False
19,2079,13,94,124,4,8,152,19,19,0.466666666667,False
16,1287,0,0,79,10,2,138,7,1,0.2,False
16,1288,0,0,0,0,0,6,0,1,0.2,False
16,960,4,2,115,8,7,22,2,4,0.4,False
16,0,0,0,0,0,0,0,0,0,0.4,False
16,1824,41,15,179,20,12,103,2,9,0.466666666667,False
16,1800,28,24,100,6,8,181,17,12,0.466666666667,False
16,1937,132,80,307,38,14,136,7,11,0.466666666667,False
16,1916,145,141,133,9,11,312,24,14,0.466666666667,False
29,737,0,0,0,0,0,0,0,0,0.333333333333,False
29,0,0,0,0,0,0,0,0,0,0.333333333333,False
29,733,41,9,64,2,7,39,1,6,0.333333333333,False
29,724,0,0,0,0,0,0,0,0,0.333333333333,False
933,1683,50,86,83,0,10,200,25,16,0.466666666667,False
933,1687,86,35,195,28,16,86,0,10,0.466666666667,False
16,1293,11,1,80,18,6,18,1,4,0.466666666667,False
16,1294,9,9,18,1,3,86,15,6,0.466666666667,False
209,810,15,2,70,6,3,16,2,1,0.466666666667,False
209,814,9,6,10,4,1,79,2,3,0.466666666667,False
16,1207,5,12,67,14,4,25,0,4,0.466666666667,False
16,1205,18,5,25,0,4,74,3,4,0.466666666667,False
20,221,0,0,0,0,0,0,0,0,0.4,False
20,0,0,0,0,0,0,0,0,0,0.4,False
16,3676,0,0,0,0,0,0,0,0,0.4,False
16,3706,309,316,481,29,39,646,50,15,0.4,False
16,3679,323,205,619,70,15,486,15,39,0.4,False
902,593,18,2,19,2,2,12,2,3,0.466666666667,False
902,0,0,0,0,0,0,0,0,0,0.466666666667,False
19,791,14,0,42,6,6,0,0,1,0.466666666667,False
19,787,22,10,1,0,1,43,0,6,0.466666666667,False
16,499,10,0,27,3,3,1,1,0,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
31,1858,113,42,230,27,9,111,4,8,0.4,False
31,1859,64,131,93,8,8,243,20,11,0.4,False
16,1309,75,5,152,22,9,87,1,7,0.6,True
16,1292,9,54,58,4,7,128,18,10,0.6,True
16,1286,0,0,0,0,0,0,0,0,0.6,True
16,826,26,8,61,11,10,18,0,1,0.466666666667,False
16,827,16,28,19,4,1,70,11,10,0.466666666667,False
208,0,0,0,0,0,0,0,0,0,0.533333333333,True
208,1500,16,58,60,0,2,75,0,2,0.533333333333,True
16,1216,114,19,143,31,7,28,0,0,0.466666666667,False
16,1216,37,143,28,0,0,143,31,7,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.4,False
16,1135,59,25,127,16,3,116,1,10,0.4,False
672,1865,44,20,259,12,22,161,1,10,0.466666666667,False
672,1863,64,24,143,7,10,274,7,22,0.466666666667,False
880,2493,124,144,158,7,9,313,29,16,0.533333333333,True
880,2487,159,92,307,41,16,183,4,9,0.533333333333,True
16,1059,38,73,80,8,3,119,4,1,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,788,35,8,103,20,7,28,0,4,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,1177,17,1,72,8,8,25,1,6,0.4,False
16,0,0,0,0,0,0,0,0,0,0.4,False
370,1981,21,9,234,17,17,103,0,12,0.466666666667,False
370,1962,31,4,101,0,12,245,8,18,0.466666666667,False
17,4170,171,46,288,20,10,180,8,6,0.533333333333,True
17,4172,240,88,145,17,6,287,16,10,0.533333333333,True
16,878,56,29,87,9,3,45,2,1,0.533333333333,True
16,878,35,73,46,2,1,79,9,3,0.533333333333,True
19,2261,71,41,138,23,12,114,2,10,0.466666666667,False
19,2257,74,54,111,5,10,141,21,12,0.466666666667,False
18,1712,2,0,61,7,7,8,0,0,0.533333333333,True
18,0,0,0,0,0,0,0,0,0,0.533333333333,True
370,692,0,0,0,0,0,0,0,0,0.466666666667,False
370,674,0,0,0,0,0,65,1,1,0.466666666667,False
20,2353,19,23,16,1,0,45,11,9,0.533333333333,True
20,2351,29,12,44,11,9,15,1,0,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.6,True
16,207,0,0,0,0,1,0,0,0,0.6,True
209,3465,21,4,64,11,7,215,24,13,0.466666666667,False
209,3461,20,6,206,29,12,82,8,8,0.466666666667,False
16,679,7,12,47,7,2,19,0,1,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,898,19,2,90,15,1,18,1,2,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
209,1576,31,3,56,25,3,5,0,1,0.466666666667,False
209,1010,7,3,1,0,0,83,2,7,0.466666666667,False
16,3606,183,116,321,10,27,320,19,24,0.4,False
16,0,0,0,0,0,0,0,0,0,0.4,False
16,1486,41,48,55,3,5,152,22,7,0.466666666667,False
16,1493,51,32,153,22,6,60,3,5,0.466666666667,False
308,727,3,52,7,0,1,47,7,3,0.4,False
308,727,42,2,47,7,3,7,0,1,0.4,False
647,1862,1,9,6,0,0,53,13,5,0.4,False
647,1862,25,1,56,14,4,16,0,0,0.4,False
16,657,14,5,7,2,3,55,7,5,0.4,False
16,647,10,4,53,9,5,9,1,3,0.4,False
16,645,0,0,0,0,0,0,0,0,0.4,False
16,1229,37,18,140,17,6,42,0,4,0.466666666667,False
16,1226,27,38,42,0,3,143,13,6,0.466666666667,False
672,1135,13,33,50,8,3,72,7,6,0.4,False
672,1159,31,8,72,10,6,55,4,3,0.4,False
20,2695,61,12,254,11,2,29,0,1,0.466666666667,False
20,2693,51,51,29,1,1,254,12,2,0.466666666667,False
933,2506,144,47,388,28,19,160,5,12,0.466666666667,False
933,2497,95,156,153,6,12,415,21,19,0.466666666667,False
16,2540,111,75,267,26,24,222,2,19,0.533333333333,True
16,2517,123,134,211,4,19,282,17,25,0.533333333333,True
1095,833,4,4,37,5,6,4,0,2,0.466666666667,False
1095,823,5,3,4,0,2,40,4,6,0.466666666667,False
16,1123,29,5,88,14,11,16,1,4,0.466666666667,False
16,1124,13,23,16,1,4,93,6,11,0.466666666667,False
16,1087,118,19,102,20,5,36,0,2,0.533333333333,True
16,1092,33,73,40,0,1,106,20,4,0.533333333333,True
17,571,0,0,0,0,0,0,0,0,0.466666666667,False
17,512,0,0,0,0,0,0,0,0,0.466666666667,False
16,832,0,0,0,0,1,6,2,1,0.466666666667,False
16,803,0,0,6,2,1,0,0,1,0.466666666667,False
16,2886,191,82,343,47,18,234,6,18,0.4,False
16,2905,188,138,227,14,17,355,29,17,0.4,False
19,3510,20,27,56,0,12,173,15,12,0.466666666667,False
19,3522,45,4,151,15,11,35,0,11,0.466666666667,False
31,3183,25,26,111,18,9,50,0,1,0.533333333333,True
31,3185,53,26,82,0,1,145,16,9,0.533333333333,True
16,1578,197,89,276,25,10,206,2,7,0.533333333333,True
16,1586,132,220,203,5,7,281,27,11,0.533333333333,True
16,997,34,3,71,9,6,16,0,2,0.4,False
16,999,15,36,14,0,2,69,6,6,0.4,False
19,3209,122,9,156,28,8,57,1,2,0.466666666667,False
19,3211,18,82,57,1,2,156,28,8,0.466666666667,False
16,1585,46,3,216,51,8,14,0,7,0.533333333333,True
16,1586,11,70,12,3,7,219,41,8,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,1309,1,1,11,0,0,26,0,6,0.466666666667,False
18,0,0,0,0,0,0,0,0,0,0.533333333333,True
18,5650,1,0,172,12,10,8,0,3,0.533333333333,True
31,2120,83,41,214,13,11,109,2,5,0.466666666667,False
31,2120,58,92,97,7,4,212,10,12,0.466666666667,False
352,0,0,0,0,0,0,0,0,0,0.4,False
352,854,6,1,60,5,1,7,0,3,0.4,False
16,567,0,0,6,0,3,5,0,5,0.6,True
16,0,0,0,0,0,0,0,0,0,0.6,True
17,0,0,0,0,0,0,0,0,0,0.333333333333,False
17,2981,66,19,196,20,4,119,5,10,0.333333333333,False
18,3490,3,0,4,0,1,3,0,1,0.533333333333,True
18,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,908,60,5,159,28,5,50,6,2,0.533333333333,True
16,906,23,82,42,14,2,157,21,5,0.533333333333,True
18,1375,24,3,82,20,4,22,0,0,0.533333333333,True
18,1375,8,18,15,1,0,86,19,4,0.533333333333,True
16,1395,75,22,175,24,9,51,1,7,0.533333333333,True
16,1396,34,108,47,7,7,172,25,9,0.533333333333,True
16,945,16,4,42,2,3,19,0,6,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,2773,23,3,214,25,16,164,9,6,0.533333333333,True
16,2772,18,32,147,27,6,237,16,16,0.533333333333,True
16,520,0,2,3,0,0,3,0,0,0.6,True
16,0,0,0,0,0,0,0,0,0,0.6,True
16,0,0,0,0,0,0,0,0,0,0.333333333333,False
16,639,1,0,14,0,4,9,0,1,0.333333333333,False
352,1057,30,2,123,32,8,42,0,5,0.533333333333,True
352,1055,19,17,42,0,5,132,22,8,0.533333333333,True
390,2691,254,151,318,13,18,258,0,5,0.4,False
390,0,0,0,0,0,0,0,0,0,0.4,False
352,1240,31,10,172,28,4,14,0,0,0.533333333333,True
352,1239,12,50,14,0,0,173,28,5,0.533333333333,True
19,659,13,0,37,9,4,8,0,1,0.533333333333,True
19,659,2,14,7,3,1,38,8,4,0.533333333333,True
672,1290,41,27,126,18,12,37,0,8,0.533333333333,True
672,1266,42,56,36,1,8,132,11,12,0.533333333333,True
16,1288,71,18,222,32,7,37,0,1,0.533333333333,True
16,1287,32,126,31,2,1,219,26,7,0.533333333333,True
16,736,4,8,33,2,4,9,1,1,0.666666666667,True
16,0,0,0,0,0,0,0,0,0,0.666666666667,True
672,724,57,2,69,16,3,9,0,0,0.533333333333,True
672,724,4,61,9,0,0,69,14,3,0.533333333333,True
650,5324,14,0,258,28,18,101,2,27,0.466666666667,False
650,5325,1,14,104,5,29,298,14,20,0.466666666667,False
19,1503,36,25,205,11,8,70,9,5,0.533333333333,True
19,1496,47,35,68,13,5,206,5,8,0.533333333333,True
933,1351,5,0,93,22,10,11,0,6,0.466666666667,False
933,1344,32,0,5,6,6,107,13,10,0.466666666667,False
19,4694,27,8,133,21,26,282,8,10,0.333333333333,False
19,4714,13,24,78,11,9,155,19,26,0.333333333333,False
16,1435,51,31,128,20,6,131,5,9,0.333333333333,False
16,1434,76,47,129,17,8,143,12,6,0.333333333333,False
16,1907,49,31,152,19,10,72,0,6,0.6,True
16,1887,32,41,70,0,6,137,17,9,0.6,True
902,1035,0,0,12,0,18,5,0,15,0.533333333333,True
902,1050,1,0,0,0,14,22,0,18,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,1046,34,7,47,1,3,42,0,8,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,925,12,12,57,2,3,52,0,3,0.466666666667,False
389,781,5,15,10,0,1,39,6,4,0.466666666667,False
389,782,17,1,36,6,4,12,0,1,0.466666666667,False
19,1395,37,20,106,16,8,65,3,5,0.466666666667,False
19,0,0,0,0,0,0,0,0,0,0.466666666667,False
17,2375,84,13,135,26,7,145,2,2,0.533333333333,True
17,2376,25,91,136,3,3,128,22,9,0.533333333333,True
19,1363,35,6,98,15,8,12,0,5,0.666666666667,True
19,1357,50,46,9,0,5,95,12,8,0.666666666667,True
31,1200,0,0,68,10,6,31,0,2,0.533333333333,True
31,0,0,0,0,0,0,0,0,0,0.533333333333,True
19,2565,70,58,148,17,15,214,0,10,0.533333333333,True
19,2568,101,58,217,0,10,154,16,15,0.533333333333,True
16,4529,109,29,335,57,75,160,2,23,0.6,True
16,4521,86,109,146,4,22,341,43,75,0.6,True
31,2299,223,68,292,45,10,184,0,5,0.533333333333,True
31,2294,105,179,176,2,4,296,42,10,0.533333333333,True
16,2992,16,9,131,16,15,40,0,10,0.6,True
16,2981,18,10,36,2,9,150,6,16,0.6,True
31,2180,108,100,83,16,0,117,0,1,0.466666666667,False
31,2208,123,40,117,0,1,100,8,0,0.466666666667,False
18,4587,0,0,104,11,3,9,0,4,0.466666666667,False
18,0,0,0,0,0,0,0,0,0,0.466666666667,False
640,1796,73,40,91,13,7,63,0,3,0.466666666667,False
640,1795,40,50,73,0,4,101,13,8,0.466666666667,False
19,1569,64,37,93,3,7,96,12,6,0.533333333333,True
19,1567,49,46,94,11,6,101,1,7,0.533333333333,True
80,1516,43,65,80,3,7,179,11,13,0.533333333333,True
80,1495,103,31,166,17,13,89,0,7,0.533333333333,True
16,502,9,10,18,0,3,39,4,3,0.466666666667,False
16,478,13,2,39,2,3,18,0,3,0.466666666667,False
16,1489,13,58,85,7,6,135,11,8,0.533333333333,True
16,1468,44,7,131,14,8,85,5,6,0.533333333333,True
784,1632,36,69,26,4,7,222,30,17,0.533333333333,True
784,1640,67,1,209,38,16,27,4,7,0.533333333333,True
16,3080,305,270,404,28,18,510,31,34,0.533333333333,True
16,3098,281,258,496,38,34,412,20,19,0.533333333333,True
386,2134,25,98,46,0,5,164,28,7,0.466666666667,False
386,2136,122,7,163,34,7,49,0,5,0.466666666667,False
390,3107,27,6,338,16,11,134,1,12,0.466666666667,False
390,3110,26,19,104,6,12,324,9,11,0.466666666667,False
209,0,0,0,0,0,0,0,0,0,0.533333333333,True
209,1731,104,11,107,7,6,52,7,7,0.533333333333,True
16,795,1,0,4,0,0,12,0,1,0.466666666667,False
16,780,0,1,0,0,0,2,0,0,0.466666666667,False
16,820,16,0,0,0,2,10,0,2,0.466666666667,False
16,825,0,0,6,0,2,0,0,2,0.466666666667,False
16,582,0,7,1,0,0,10,0,0,0.6,True
16,0,0,0,0,0,0,0,0,0,0.6,True
165,1322,14,19,38,0,2,24,1,0,0.466666666667,False
165,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,1135,37,4,103,16,10,36,0,8,0.6,True
16,1134,15,23,28,1,8,116,11,10,0.6,True
16,1820,31,29,106,10,11,50,1,0,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,863,12,1,42,10,3,2,0,0,0.6,True
16,880,25,14,1,0,0,42,6,3,0.6,True
16,820,3,2,16,1,1,2,0,0,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
19,8843,1532,158,339,40,16,283,44,5,0.533333333333,True
19,8836,1310,235,254,46,4,332,38,17,0.533333333333,True
390,0,0,0,0,0,0,0,0,0,0.466666666667,False
390,908,21,4,36,8,5,25,0,3,0.466666666667,False
390,1357,21,47,52,11,6,122,5,9,0.4,False
390,1346,53,4,117,12,9,59,1,6,0.4,False
391,1328,2,1,28,6,6,18,1,5,0.466666666667,False
391,1309,1,3,18,1,5,26,0,6,0.466666666667,False
16,894,20,7,28,1,4,87,6,9,0.466666666667,False
16,887,24,9,86,10,9,28,0,4,0.466666666667,False
18,2969,6,0,221,26,20,69,0,12,0.6,True
18,2979,21,3,47,2,12,234,16,20,0.6,True
16,0,0,0,0,0,0,0,0,0,0.4,False
16,589,1,2,9,1,1,3,0,1,0.4,False
370,702,0,0,2,0,0,0,0,0,0.6,True
370,682,0,0,0,0,0,83,3,2,0.6,True
16,1540,16,6,133,27,11,9,0,9,0.533333333333,True
16,1536,10,14,9,1,9,138,16,11,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,506,1,0,19,1,3,0,0,0,0.533333333333,True
672,4151,111,88,440,32,33,344,5,26,0.4,False
672,4150,109,78,326,9,26,459,24,35,0.4,False
16,1089,19,7,65,9,7,9,0,2,0.6,True
16,1105,12,20,9,1,2,78,4,7,0.6,True
370,582,0,0,1,0,1,0,0,0,0.6,True
370,591,0,0,0,0,0,79,0,1,0.6,True
31,1533,15,33,20,1,4,163,6,11,0.533333333333,True
31,1542,37,7,140,9,10,17,0,4,0.533333333333,True
211,3308,12,91,125,8,5,152,1,3,0.533333333333,True
211,3290,105,12,151,13,3,129,0,5,0.533333333333,True
20,1415,47,8,145,22,9,42,1,4,0.466666666667,False
20,1408,16,39,41,1,4,153,19,9,0.466666666667,False
16,1733,52,22,82,10,9,91,5,6,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,2017,113,119,133,18,10,263,18,16,0.533333333333,True
16,2021,156,62,266,22,17,152,9,10,0.533333333333,True
20,1654,34,1,150,10,5,29,0,1,0.533333333333,True
20,1658,7,24,29,0,0,153,7,5,0.533333333333,True
16,1119,23,9,87,4,6,41,2,5,0.333333333333,False
16,1131,31,23,40,2,5,51,3,6,0.333333333333,False
16,1783,131,29,157,7,9,206,14,17,0.533333333333,True
16,1780,35,18,125,18,15,84,5,9,0.533333333333,True
16,2784,30,6,45,1,3,49,1,7,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
931,1091,25,30,40,0,3,112,15,11,0.466666666667,False
931,1091,41,7,111,13,11,42,0,3,0.466666666667,False
16,1332,24,29,88,16,8,48,0,2,0.466666666667,False
16,1332,30,29,46,2,2,89,15,8,0.466666666667,False
16,1156,4,26,18,0,1,63,6,4,0.4,False
16,1157,25,3,59,7,4,14,0,1,0.4,False
20,5518,267,219,316,30,13,334,24,16,0.466666666667,False
20,5502,248,208,327,25,15,321,27,12,0.466666666667,False
19,1723,50,7,154,19,11,108,0,5,0.6,True
19,1718,13,40,83,4,5,140,18,12,0.6,True
390,1854,17,5,97,6,15,26,1,5,0.466666666667,False
390,1850,11,10,30,1,5,107,4,15,0.466666666667,False
17,5838,145,41,181,9,14,506,29,23,0.466666666667,False
17,5855,78,33,387,42,24,115,5,15,0.466666666667,False
16,1454,35,12,89,12,6,23,0,2,0.666666666667,True
16,1460,13,38,22,0,2,96,9,6,0.666666666667,True
16,3186,244,80,496,49,15,323,27,11,0.466666666667,False
16,3186,153,164,285,46,11,506,41,15,0.466666666667,False
16,976,11,1,32,2,4,8,1,1,0.666666666667,True
16,973,3,1,8,1,1,34,0,4,0.666666666667,True
16,884,22,2,67,8,7,10,1,4,0.4,False
16,865,20,24,11,3,4,79,6,7,0.4,False
16,1269,14,4,68,10,8,25,0,3,0.533333333333,True
16,1281,8,4,24,0,3,75,7,8,0.533333333333,True
672,2147,83,13,79,4,10,212,11,28,0.533333333333,True
672,2148,48,39,190,21,27,78,4,10,0.533333333333,True
390,546,3,7,13,0,0,9,0,0,0.266666666667,False
390,0,0,0,0,0,0,0,0,0,0.266666666667,False
16,1518,62,11,104,12,8,50,4,5,0.666666666667,True
16,1525,16,41,46,5,4,109,8,8,0.666666666667,True
931,4792,114,115,266,20,17,477,40,19,0.533333333333,True
931,4811,133,95,442,46,19,267,9,19,0.533333333333,True
368,2571,48,47,62,7,10,249,30,21,0.533333333333,True
368,2566,57,32,240,44,21,64,4,11,0.533333333333,True
370,802,0,0,1,0,1,0,0,0,0.4,False
370,0,0,0,0,0,0,0,0,0,0.4,False
370,5115,132,100,352,1,3,206,12,2,0.2,False
370,5097,47,297,103,8,1,496,8,6,0.2,False
16,1985,28,2,32,11,6,38,0,0,0.466666666667,False
16,1988,2,23,38,1,0,33,10,6,0.466666666667,False
169,725,8,0,19,4,8,4,1,1,0.466666666667,False
169,732,1,4,4,2,1,22,2,8,0.466666666667,False
30,1119,81,24,114,34,6,53,1,5,0.6,True
30,1120,47,76,49,0,5,112,27,6,0.6,True
30,1120,0,0,0,0,0,0,0,0,0.6,True
30,1124,0,0,0,0,0,0,0,0,0.6,True
